CountyName,Year,Avg Max Air Temp (F),Avg Max Rel Hum (%)
San Bernardino,2018,77.00566188197767,62.90254403131115
San Bernardino,2019,75.94086151368761,69.19983980776932
San Benito,2015,73.90205479452055,93.04109589041096
San Benito,2016,72.9116598079561,91.47317744154057
San Benito,2017,74.91051175656985,91.2240663900415
San Benito,2018,73.45205479452055,91.46575342465754
San Benito,2019,72.22510402219139,91.64355062413316
Sacramento,2015,74.88559892328398,85.23014804845222
Sacramento,2016,75.11058394160584,88.48263254113346
Sacramento,2017,75.8481278538813,85.22922374429224
Sacramento,2018,74.87633302151542,82.42282507015902
Sacramento,2019,74.7219557195572,89.62442183163738
San Diego,2015,75.13435855928773,86.04644588045234
San Diego,2016,74.95978477481067,85.81138081973737
San Diego,2017,75.29470941883767,81.35134069400631
San Diego,2018,74.68063258232236,85.08510638297872
San Diego,2019,74.97011439466158,87.37645416472778
Ventura,2015,76.32318244170096,87.25068493150685
Ventura,2016,75.03063186813186,87.04657534246576
Ventura,2017,75.28804945054945,83.02739726027397
Ventura,2018,74.37479224376732,90.06438356164384
Ventura,2019,72.36868131868131,89.25753424657535
Marin,2015,71.9845050215208,93.01001430615165
Marin,2016,69.56229508196722,92.77945205479452
Marin,2017,70.47043235704324,92.0460251046025
Marin,2018,69.49424657534247,92.97260273972603
Marin,2019,69.46844993141289,93.2013698630137
Tulare,2015,79.99506849315068,79.79178082191781
Tulare,2016,78.8413698630137,81.49175824175825
Tulare,2017,76.21643835616439,84.07945205479452
Tulare,2018,75.32116788321167,88.53170731707317
Tulare,2019,77.51622746185852,86.5111111111111
Alameda,2015,72.67876712328767,89.6013698630137
Alameda,2016,71.68030095759234,89.91495198902606
Alameda,2017,71.14183006535949,90.43435980551054
Alameda,2018,69.8311219512195,90.884765625
Alameda,2019,70.15388127853882,91.64292237442922
Placer,2015,76.73232876712329,75.43013698630136
Placer,2016,75.28551912568307,77.36164383561643
Placer,2017,75.27917808219179,77.56164383561644
Placer,2018,75.2923287671233,74.5123287671233
Placer,2019,73.51589041095892,77.85479452054794
Santa Clara,2015,74.82383561643834,89.11780821917809
Santa Clara,2016,74.03360655737704,93.95068493150686
Santa Clara,2017,75.19808219178081,91.54246575342465
Santa Clara,2018,74.97232876712329,93.64109589041095
Santa Clara,2019,73.54520547945205,95.58904109589041
Tehama,2015,77.06408839779004,85.72727272727273
Tehama,2016,74.95136612021857,88.0054794520548
Tehama,2017,75.68438356164383,87.94794520547946
Tehama,2018,75.90082191780823,88.05479452054794
Tehama,2019,74.39287671232877,83.83287671232877
Amador,2015,71.49890410958903,80.93150684931507
Amador,2016,69.70464480874317,74.64931506849315
Amador,2017,70.36849315068493,76.63013698630137
Amador,2018,71.02767123287671,71.94520547945206
Amador,2019,69.69890410958904,69.93972602739726
Sutter,2015,76.74027397260274,89.78904109589041
Sutter,2016,75.64517906336089,92.01657458563535
Sutter,2017,76.27671232876712,89.62465753424658
Sutter,2018,76.38191780821919,89.86575342465754
Sutter,2019,75.5068493150685,89.86027397260274
Alpine,2015,66.42093663911845,73.1763085399449
Alpine,2016,65.90054644808743,70.20491803278688
Alpine,2017,64.96794520547947,74.94794520547946
Alpine,2018,65.43863013698629,71.4904109589041
Alpine,2019,61.01861861861862,77.06948640483384
Colusa,2016,74.26965517241379,94.70344827586207
Colusa,2017,76.68383561643836,88.82739726027397
Colusa,2018,76.61479452054795,88.97260273972603
Colusa,2019,75.1758904109589,89.0931506849315
San Mateo,2017,70.14153846153846,93.72307692307692
San Mateo,2018,65.77753424657536,95.05479452054794
San Mateo,2019,65.89999999999999,95.0958904109589
Humboldt,2019,62.9891891891892,98.50335570469798
Del Norte,2019,54.9,100.0
Plumas,2019,41.3,85.0
Solano,2015,75.9377492877493,84.21074964639321
Solano,2016,75.52841530054646,86.30095759233926
Solano,2017,74.26767123287671,82.0041095890411
Solano,2018,74.20096153846154,84.40796703296704
Solano,2019,74.61506849315069,88.71369863013699
